order_id,order_datetime,customer_id,total_amount,num_items
23300358,2024-02-04T15:56:34.405549,23,88.28,4
23305063,2024-02-09T11:17:38.294741,10,12.61,2
23306999,2024-02-08T06:44:00.863681,2,46.62,2
23317359,2024-02-04T23:31:10.228542,1,28.6,2
23345948,2024-02-04T16:11:35.439580,6,34.86,5
23351143,2024-02-01T11:41:09.998151,3,80.0,4
23355154,2024-02-09T14:11:46.505985,12,18.85,1
23355472,2024-02-09T12:21:38.860100,30,15.88,1
23377478,2024-02-04T15:22:26.456310,13,20.21,3
23385902,2024-02-09T10:15:47.548641,19,93.41,5
23389081,2024-02-06T13:18:40.874031,1,34.88,2
23418716,2024-02-05T00:49:57.096680,19,50.23,4
23433226,2024-02-07T14:00:45.224163,6,15.88,1
23435136,2024-02-01T03:28:58.562436,11,10.86,1
23436043,2024-02-07T16:18:28.235847,12,45.7,3
23445917,2024-02-04T08:27:18.467674,26,36.96,2
23461282,2024-02-07T09:38:09.598713,28,12.05,1
23469006,2024-02-05T02:07:29.209884,10,15.88,1
23480432,2024-02-07T05:39:19.499686,6,42.56,3
23486609,2024-02-06T02:43:13.328884,27,83.33,5
23513221,2024-02-04T15:48:58.569231,27,43.21,3
23522844,2024-02-06T03:47:14.511832,16,16.91,3
23531149,2024-02-07T14:26:24.395042,6,6.7,2
23532296,2024-02-03T09:40:36.317294,12,31.87,3
23551475,2024-02-08T11:54:44.375037,12,63.27,4
23625944,2024-02-10T19:36:17.775788,16,30.34,4
23629755,2024-02-02T23:17:53.944266,23,42.9,2
23636657,2024-02-04T15:54:34.162277,5,26.34,1
23646437,2024-02-04T16:53:29.796493,9,46.66,4
23647704,2024-02-08T11:32:26.876242,4,15.48,1
23655861,2024-02-07T13:33:54.025342,18,34.97,4
23660178,2024-02-07T01:03:12.487305,9,63.22,5
23668866,2024-02-07T13:47:13.570115,25,70.13,4
23670746,2024-02-04T12:08:48.083327,27,10.04,1
23698710,2024-02-05T19:36:25.172395,27,22.59,2
23699533,2024-02-04T14:17:08.772521,15,32.62,2
23706568,2024-02-08T00:10:57.933490,23,52.63,3
23706906,2024-02-10T21:38:26.761323,19,37.26,3
23719248,2024-02-05T02:25:48.009630,7,42.21,4
23721789,2024-02-04T00:58:57.994265,19,79.63,3
23722740,2024-02-06T10:21:31.974696,2,63.84,4
23728368,2024-02-04T09:18:31.085441,14,14.7,3
23735019,2024-02-01T17:17:13.917759,23,45.63,3
23749735,2024-02-05T14:01:02.011603,5,78.28,5
23749806,2024-02-07T06:20:59.512485,29,39.86,4
23772773,2024-02-09T03:12:27.816572,29,93.86,4
23790799,2024-02-01T08:37:58.198516,12,42.22,2
23798839,2024-02-05T20:41:31.931195,23,17.98,2
23818948,2024-02-04T07:49:05.401790,13,5.7,1
23824686,2024-02-04T15:07:08.332988,26,27.47,4
23848638,2024-02-09T12:05:46.322700,16,12.05,1
23854215,2024-02-05T12:17:05.926401,11,25.41,3
23875636,2024-02-03T05:46:30.186210,9,111.17,4
23884613,2024-02-10T02:22:44.425958,18,6.45,2
23912679,2024-02-05T05:37:36.211081,30,30.39,4
23938675,2024-02-10T15:35:57.176618,21,34.96,3
23941364,2024-02-07T05:13:44.759965,21,53.25,3
23944776,2024-02-04T17:45:24.289671,23,41.48,3
23956837,2024-02-07T16:13:36.244943,13,13.57,2
23960441,2024-02-09T00:40:37.831117,4,23.22,1
23963201,2024-02-09T14:54:20.308619,18,111.67,4
23978795,2024-02-05T19:54:57.921685,24,21.18,2
23982528,2024-02-06T00:22:31.892052,9,46.42,3
24010213,2024-02-04T17:27:34.040108,30,16.89,1
24026190,2024-02-07T07:52:20.728045,9,2.42,1
24050078,2024-02-04T00:37:48.773288,11,8.84,1
24053000,2024-02-04T18:37:37.170808,19,81.82,3
24063206,2024-02-01T19:09:36.975991,20,35.29,4
24065700,2024-02-01T12:43:38.689740,23,26.28,3
24078097,2024-02-07T15:29:15.200101,4,5.02,1
24099187,2024-02-06T01:06:40.923943,27,51.94,3
24102122,2024-02-01T15:12:34.507231,17,45.54,2
24109589,2024-02-08T01:52:01.464556,18,28.84,2
24110164,2024-02-09T03:07:04.743160,6,1.21,1
24115777,2024-02-07T20:11:47.427484,10,7.1,1
24133313,2024-02-04T04:49:39.910911,26,79.95,4
24138362,2024-02-09T14:24:26.054884,11,58.42,4
24180195,2024-02-10T07:07:09.208372,22,116.49,4
24186667,2024-02-06T18:58:41.757663,24,10.04,1
24193901,2024-02-03T18:23:05.282310,15,33.23,2
24241224,2024-02-05T11:09:46.809801,26,15.05,3
24241425,2024-02-04T03:01:33.521451,16,81.73,4
24263190,2024-02-07T10:27:19.462836,4,43.43,4
24268013,2024-02-01T09:28:08.649167,14,63.27,3
24271464,2024-02-07T20:41:51.730995,10,23.38,3
24281089,2024-02-01T00:41:16.023089,16,0.51,1
24287844,2024-02-07T07:36:14.299426,26,31.44,3
24302041,2024-02-10T12:30:21.834151,2,30.19,3
24310687,2024-02-09T01:20:19.607651,14,73.66,4
24367729,2024-02-01T00:18:55.762822,24,24.57,1
24383444,2024-02-06T23:55:24.220947,12,17.54,3
24384342,2024-02-07T14:18:44.119718,21,3.28,1
24394771,2024-02-04T02:18:10.051548,22,39.44,2
24395330,2024-02-01T13:23:08.981988,26,59.46,3
24398084,2024-02-07T19:25:36.923658,30,42.13,3
24402916,2024-02-10T06:20:29.605620,14,24.57,2
24404552,2024-02-09T16:37:14.258956,23,33.96,2
24424465,2024-02-10T15:28:01.647613,17,43.09,4
24430455,2024-02-09T15:00:36.990258,26,46.64,4
24430486,2024-02-03T10:17:35.130041,5,36.12,4
24436959,2024-02-09T19:27:05.088883,27,5.02,1
24439393,2024-02-04T19:47:14.734158,24,92.23,5
24466021,2024-02-04T23:53:45.677593,1,2.55,1
24482974,2024-02-01T02:25:11.127238,14,1.64,1
24486721,2024-02-06T21:53:11.236086,3,15.41,2
24494564,2024-02-03T04:12:13.569936,15,22.29,3
24494824,2024-02-06T19:12:22.152638,5,23.6,1
24517684,2024-02-09T04:29:22.151431,12,68.19,4
24524736,2024-02-04T12:36:18.020389,25,3.63,1
24538446,2024-02-03T17:26:24.408154,8,40.04,4
24544571,2024-02-07T08:36:50.939811,18,84.33,5
24549156,2024-02-09T06:25:11.838342,2,59.12,5
24573839,2024-02-06T15:27:56.005655,12,5.76,1
24587830,2024-02-05T00:04:30.486869,16,86.6,4
24603883,2024-02-07T14:44:18.381205,2,14.2,1
24623942,2024-02-04T08:45:58.321633,19,78.47,3
24626814,2024-02-04T21:34:05.338104,19,55.67,4
24650469,2024-02-10T16:37:21.737167,29,34.6,4
24654627,2024-02-06T13:33:31.701131,3,32.99,2
24656065,2024-02-01T18:41:32.624146,13,106.9,5
24659654,2024-02-09T06:00:21.270084,23,14.78,2
24659821,2024-02-07T17:53:44.328007,30,66.11,3
24668404,2024-02-04T09:22:39.567217,25,35.07,3
24682223,2024-02-10T13:10:07.828165,22,30.14,2
24683854,2024-02-07T21:39:26.163561,12,106.85,4
24699743,2024-02-02T23:19:18.486835,30,73.01,4
24709112,2024-02-10T20:18:12.733034,22,58.51,4
24719853,2024-02-08T13:13:06.680908,24,20.7,2
24723512,2024-02-07T09:51:34.071388,9,56.81,2
24726436,2024-02-07T01:26:38.862587,13,5.86,2
24726869,2024-02-10T13:11:19.280318,13,39.39,4
24740149,2024-02-09T15:39:28.347414,19,9.19,1
24755961,2024-02-03T08:03:50.432232,29,32.3,1
24758245,2024-02-09T10:21:17.772743,9,14.85,2
24773117,2024-02-07T00:12:44.945108,15,3.42,1
24775966,2024-02-10T17:55:12.721047,12,16.38,1
24783360,2024-02-01T13:52:15.108974,19,46.27,5
24788294,2024-02-04T17:57:41.625154,15,15.88,1
24795705,2024-02-04T04:27:49.869025,21,72.96,3
24810424,2024-02-06T08:06:49.251743,30,9.38,2
24811377,2024-02-03T01:17:54.189116,21,48.96,3
24830783,2024-02-03T00:54:29.642936,23,77.22,5
24836722,2024-02-06T16:15:26.779675,21,36.41,4
24856653,2024-02-10T05:41:10.911489,11,16.42,2
24863870,2024-02-10T05:11:26.897747,3,10.86,1
24867602,2024-02-04T08:00:03.372703,12,104.37,5
24873518,2024-02-03T21:22:56.419822,18,92.82,5
24891743,2024-02-07T05:07:39.937799,10,35.01,2
24901238,2024-02-07T03:57:53.944075,30,24.44,2
24914349,2024-02-04T09:21:26.312180,12,5.72,1
24925699,2024-02-07T06:16:44.655070,26,42.69,3
24945790,2024-02-10T05:12:48.920577,18,51.99,3
24957741,2024-02-05T02:02:41.475315,15,56.3,3
24982025,2024-02-06T06:29:12.240452,12,32.76,1
24989478,2024-02-07T20:41:02.955866,8,12.54,2
25001102,2024-02-04T17:30:56.360823,18,56.48,3
25018531,2024-02-09T02:51:30.280858,5,62.01,4
25022293,2024-02-04T21:08:07.957684,15,32.41,3
25037610,2024-02-06T12:36:01.800442,5,83.85,4
25049194,2024-02-04T08:16:52.464351,18,11.68,2
25067382,2024-02-10T17:32:29.394826,16,54.62,4
25071343,2024-02-05T13:50:50.118722,4,17.48,2
25072020,2024-02-07T20:52:56.276063,23,43.72,5
25072580,2024-02-07T17:43:56.367911,2,61.13,4
25073772,2024-02-07T06:33:57.847152,5,47.7,2
25088728,2024-02-04T03:01:58.606542,23,28.4,1
25106107,2024-02-03T19:36:01.630788,1,10.0,2
25106841,2024-02-04T07:51:00.238663,5,100.03,4
25112418,2024-02-01T20:35:30.774673,22,32.36,3
25119039,2024-02-04T19:53:56.800083,4,1.43,1
25143546,2024-02-04T12:01:22.032290,28,42.5,2
25144690,2024-02-04T01:02:26.039022,11,75.68,4
25163174,2024-02-10T16:22:19.094452,25,20.95,2
25168310,2024-02-01T04:38:26.859864,27,21.72,1
25176542,2024-02-04T15:06:33.272815,15,46.28,4
25193988,2024-02-04T09:01:52.545232,24,57.06,3
25210202,2024-02-09T10:47:48.272156,22,70.24,3
25218883,2024-02-04T03:55:19.455954,18,51.97,3
25231339,2024-02-03T14:55:45.178965,28,39.05,2
25248215,2024-02-10T02:22:47.224761,24,56.26,4
25271827,2024-02-01T04:58:52.136560,22,30.14,4
25275148,2024-02-01T21:57:43.640969,15,43.55,2
25293816,2024-02-10T22:12:19.182374,2,23.56,1
25295464,2024-02-04T02:21:59.090030,14,1.71,1
25300139,2024-02-04T07:04:50.484900,20,7.86,3
25311105,2024-02-04T23:30:06.087883,30,74.78,4
25313319,2024-02-07T00:32:19.463883,26,89.73,4
25313839,2024-02-09T05:04:08.961772,2,20.48,2
25337140,2024-02-04T16:00:15.192284,22,18.85,1
25337213,2024-02-10T22:57:14.498040,19,43.28,2
25381222,2024-02-04T12:38:00.050699,14,6.05,1
25401858,2024-02-04T12:33:44.043801,3,59.35,3
25414012,2024-02-03T09:49:46.271293,17,55.42,2
25417199,2024-02-06T22:50:04.891413,30,89.56,5
25432511,2024-02-06T07:43:01.474701,30,17.82,3
25432738,2024-02-06T11:27:42.230297,27,29.64,4
25453364,2024-02-04T22:50:46.996869,5,45.14,2
25468537,2024-02-06T04:27:30.964635,30,81.18,5
25478114,2024-02-09T16:19:33.517372,12,16.89,1
25479540,2024-02-04T09:06:17.702922,19,98.71,4
25487243,2024-02-04T17:58:52.079537,13,44.2,3
25489359,2024-02-10T12:12:51.950511,17,11.35,2
25504837,2024-02-03T18:22:57.717297,17,22.71,2
25515018,2024-02-04T18:18:48.206134,8,6.85,2
25562082,2024-02-03T07:04:20.345548,20,7.72,1
25563765,2024-02-04T02:00:32.708567,14,28.9,3
25573075,2024-02-10T20:20:30.134239,22,62.8,4
25581448,2024-02-09T04:22:01.511320,7,58.04,5
25583013,2024-02-03T09:33:49.970136,16,29.08,3
25588736,2024-02-09T17:37:13.902867,23,47.18,4
25602363,2024-02-06T17:28:10.623225,24,50.2,4
25610393,2024-02-07T06:11:03.964713,21,42.97,5
25611060,2024-02-06T09:59:17.450742,28,1.92,1
25620364,2024-02-07T09:34:12.613978,7,11.96,2
25630014,2024-02-05T12:44:23.727554,26,30.68,2
25661118,2024-02-01T04:06:07.536278,21,24.93,3
25668019,2024-02-06T06:28:55.638208,23,34.86,5
25683409,2024-02-07T11:53:01.318342,22,35.12,1
25685588,2024-02-07T02:01:17.753582,30,6.01,2
25687004,2024-02-04T06:32:19.661588,3,81.48,4
25693229,2024-02-06T06:28:13.560482,4,14.76,1
25705307,2024-02-04T20:12:33.855703,2,28.74,2
25729575,2024-02-10T23:10:19.218369,10,74.57,4
25766424,2024-02-06T11:44:31.228614,5,37.04,1
25768911,2024-02-08T18:23:16.217051,13,10.04,1
25788434,2024-02-08T06:26:23.091171,16,9.95,2
25788480,2024-02-09T14:06:27.757488,22,27.15,1
25808008,2024-02-03T19:08:18.833637,7,53.1,3
25815781,2024-02-06T14:56:21.001864,19,48.61,5
25829709,2024-02-08T12:41:05.495601,20,46.48,4
25836625,2024-02-08T02:40:23.864157,6,40.44,5
25844479,2024-02-01T09:11:19.153983,8,53.76,2
25848711,2024-02-04T06:07:00.157863,17,14.41,2
25850331,2024-02-04T10:30:24.715880,19,50.66,4
25854699,2024-02-04T23:26:44.858565,19,45.67,5
25867962,2024-02-07T11:23:02.702781,28,35.95,2
25870345,2024-02-08T19:48:21.734224,28,11.31,1
25879965,2024-02-07T03:12:35.045542,28,45.0,4
25889486,2024-02-04T20:49:33.633691,7,81.48,4
25892969,2024-02-04T04:01:17.661616,10,61.88,5
25900387,2024-02-07T15:52:50.092136,21,7.53,1
25914295,2024-02-04T12:59:15.771485,8,23.94,2
25923606,2024-02-04T18:17:57.766588,22,104.93,5
25926543,2024-02-09T17:55:59.199171,22,44.52,4
25938136,2024-02-09T02:54:57.156363,2,12.92,1
25939224,2024-02-06T15:07:06.316396,1,83.75,4
25949440,2024-02-05T22:20:42.571650,18,5.7,1
25953915,2024-02-09T16:08:10.645095,6,52.56,5
25956629,2024-02-09T16:46:05.872806,13,4.53,2
25988323,2024-02-09T02:56:48.642309,10,11.26,3
25989027,2024-02-07T17:29:00.051482,13,11.6,1
25989114,2024-02-01T23:38:45.694459,15,59.82,3
25997438,2024-02-01T08:28:42.100396,9,23.56,1
26008896,2024-02-04T19:41:40.666076,25,54.37,3
26011096,2024-02-09T06:32:28.607265,22,51.91,5
26026812,2024-02-04T22:41:01.175231,26,20.03,3
26030408,2024-02-09T05:49:42.917409,20,16.14,1
26056730,2024-02-06T06:24:16.473446,7,50.26,4
26057640,2024-02-03T03:19:18.871779,16,2.86,1
26063781,2024-02-04T23:35:25.206055,5,93.72,5
26067620,2024-02-09T13:59:51.202215,17,62.94,4
26067758,2024-02-07T14:24:15.652663,29,76.62,4
26122614,2024-02-01T07:45:18.959932,2,34.58,2
26131629,2024-02-04T20:07:54.551674,8,25.81,2
26146405,2024-02-05T05:44:11.248423,5,31.82,4
26180999,2024-02-07T06:13:43.134362,30,45.87,3
26220051,2024-02-04T14:10:01.912840,30,0.51,1
26228520,2024-02-10T12:40:34.193565,3,69.48,3
26242370,2024-02-10T08:01:47.145811,20,79.7,3
26254831,2024-02-04T22:37:58.966640,7,85.47,5
26296319,2024-02-04T16:51:37.131777,12,18.27,2
26302033,2024-02-06T02:07:39.859332,6,32.76,1
26303510,2024-02-04T06:55:54.881347,4,28.5,2
26316631,2024-02-04T14:01:52.945674,25,21.21,3
26328219,2024-02-04T01:48:10.794759,10,39.51,3
26329446,2024-02-01T05:02:27.870422,23,16.56,1
26333259,2024-02-10T06:31:00.721093,18,7.15,1
26336304,2024-02-04T05:03:45.168116,18,24.15,1
26340481,2024-02-09T11:27:23.029503,25,88.81,4
26341993,2024-02-03T18:41:04.460845,6,48.31,4
26345002,2024-02-07T21:40:38.122747,28,13.52,2
26350551,2024-02-04T10:58:48.429058,17,67.12,4
26359699,2024-02-05T11:57:44.155512,13,81.72,4
26369869,2024-02-09T00:05:53.439120,17,33.1,3
26372193,2024-02-06T02:56:54.899819,2,57.64,2
26389349,2024-02-04T01:46:59.519080,12,10.64,2
26390382,2024-02-07T10:01:33.846536,1,34.87,3
26392837,2024-02-07T17:28:47.733402,2,16.18,2
26397582,2024-02-08T12:51:47.686044,15,62.25,3
26407440,2024-02-07T05:06:19.772138,5,28.18,3
26412525,2024-02-05T12:58:34.908835,17,36.76,1
26445645,2024-02-09T05:16:55.768831,14,27.57,2
26449075,2024-02-06T05:31:15.821067,25,19.3,1
26452883,2024-02-10T18:55:37.945935,5,49.98,4
26462291,2024-02-07T02:32:37.292838,11,11.04,1
26463112,2024-02-09T07:42:49.489821,28,60.73,5
26477712,2024-02-04T17:27:33.803270,24,4.82,1
26488281,2024-02-09T06:16:44.789998,12,45.74,4
26500414,2024-02-06T12:16:44.754744,14,17.63,2
26513124,2024-02-09T11:17:51.520210,9,47.45,3
26529211,2024-02-10T15:29:54.835694,25,17.1,1
26535191,2024-02-07T00:53:14.714911,30,22.8,1
26536462,2024-02-04T11:50:00.780715,1,16.38,1
26558647,2024-02-04T14:32:14.726846,5,109.55,5
26558991,2024-02-09T12:58:54.575645,17,50.39,2
26559838,2024-02-10T16:26:04.744058,25,26.37,3
26566700,2024-02-10T04:39:36.489261,7,10.04,1
26569188,2024-02-06T18:27:49.839374,11,41.94,2
26577068,2024-02-07T20:31:24.250901,12,61.98,5
26599595,2024-02-05T16:55:43.507543,24,38.62,2
26609346,2024-02-03T09:03:07.344208,17,5.9,2
26613773,2024-02-01T09:49:23.459050,1,79.32,2
26618082,2024-02-09T13:08:00.104558,17,8.31,2
26644080,2024-02-07T21:04:31.391286,9,18.93,2
26653355,2024-02-09T08:47:57.653913,27,27.15,1
26666294,2024-02-05T03:42:20.061635,7,48.89,4
26672548,2024-02-01T15:03:54.549370,7,20.64,3
26679220,2024-02-01T09:52:08.227774,19,50.09,5
26679959,2024-02-09T01:56:46.549096,11,18.38,1
26682308,2024-02-03T03:48:36.865944,12,72.81,4
26682389,2024-02-10T12:20:00.459225,8,28.97,2
26685653,2024-02-05T11:27:21.021340,3,25.4,4
26690551,2024-02-06T10:23:06.894306,19,25.64,3
26693943,2024-02-04T06:30:28.589329,26,59.0,5
26705085,2024-02-08T00:59:58.029755,5,35.05,3
26708896,2024-02-10T05:04:07.457730,15,53.99,3
26732573,2024-02-05T17:52:33.405191,23,50.86,2
26772550,2024-02-04T07:18:30.702240,5,28.19,4
26783947,2024-02-01T02:36:39.753803,10,37.73,4
26792569,2024-02-06T10:37:45.927092,7,22.08,1
26800237,2024-02-10T06:38:56.354827,11,53.35,5
26815858,2024-02-09T03:22:54.372736,2,35.92,3
26828879,2024-02-03T09:44:32.587626,20,14.2,1
26845038,2024-02-04T20:25:13.972772,6,16.1,1
26849011,2024-02-06T17:35:44.370421,17,2.46,1
26849577,2024-02-01T22:36:22.885067,3,46.16,4
26860605,2024-02-01T13:49:12.825317,3,76.12,4
26866528,2024-02-06T13:27:39.602776,4,94.94,5
26873206,2024-02-05T06:24:01.164662,25,5.43,1
26873722,2024-02-10T08:34:13.256109,14,32.44,3
26887236,2024-02-04T12:03:17.732212,21,63.69,5
26894192,2024-02-07T02:25:50.901927,19,5.8,1
26898035,2024-02-01T00:05:00.494784,4,65.34,3
26902706,2024-02-04T15:59:16.360218,21,23.96,4
26920689,2024-02-07T11:05:28.118720,5,26.34,1
26938510,2024-02-10T18:50:37.824513,7,30.37,4
26940061,2024-02-03T03:34:59.790372,16,71.51,5
26940696,2024-02-10T15:12:22.853945,2,15.22,4
26941791,2024-02-04T00:18:05.403047,21,123.18,5
26942498,2024-02-06T19:00:11.448919,7,7.23,1
26969096,2024-02-05T14:20:27.233045,28,99.07,4
26985174,2024-02-05T18:28:51.665012,18,90.27,4
26994296,2024-02-04T12:11:55.535669,9,39.34,4
26998439,2024-02-10T12:51:09.095102,12,85.24,4
27001586,2024-02-07T22:47:51.124706,5,40.4,5
27014158,2024-02-03T12:50:26.603512,3,40.74,2
27015177,2024-02-04T03:06:32.579209,10,25.71,3
27032538,2024-02-09T06:32:37.849196,20,2.46,1
27034807,2024-02-06T07:14:52.464653,23,55.83,3
27042338,2024-02-04T06:57:50.789201,3,17.42,2
27045457,2024-02-01T13:33:14.302409,7,21.76,2
27046559,2024-02-07T08:21:44.120709,4,35.12,1
27071685,2024-02-06T01:30:54.647562,6,21.7,2
27082090,2024-02-01T11:43:38.119264,14,14.54,2
27095039,2024-02-06T18:49:52.833567,16,81.72,3
27098970,2024-02-09T13:57:56.119860,4,43.96,3
27122252,2024-02-03T06:11:20.495656,19,26.63,4
27128484,2024-02-05T06:41:32.766627,20,66.52,5
27141168,2024-02-01T13:57:10.310585,19,29.98,3
27148982,2024-02-09T05:28:02.163038,30,1.21,1
27150148,2024-02-10T11:26:19.673218,4,67.18,4
27163432,2024-02-09T07:08:02.870090,13,16.89,1
27167849,2024-02-09T21:27:09.661416,3,9.44,1
27181344,2024-02-06T06:19:23.205409,16,10.58,2
27184315,2024-02-10T16:08:01.846846,24,37.33,2
27195586,2024-02-04T03:25:45.320087,9,5.49,1
27196430,2024-02-10T02:27:21.584524,28,33.28,3
27198549,2024-02-09T18:23:41.141693,22,21.72,1
27205385,2024-02-08T23:02:52.948685,20,16.39,2
27216723,2024-02-04T09:30:01.209929,7,29.45,1
27228061,2024-02-04T00:43:14.536641,14,52.18,4
27237515,2024-02-09T18:25:18.836753,7,9.26,1
27245040,2024-02-10T23:07:51.686830,10,28.5,1
27245107,2024-02-04T14:07:04.471344,4,87.03,5
27255738,2024-02-04T21:02:56.071213,11,62.12,4
27264378,2024-02-10T09:27:41.855129,4,16.29,1
27266943,2024-02-04T12:57:49.840784,15,13.73,2
27293961,2024-02-04T11:05:45.407166,24,40.25,1
27310216,2024-02-07T10:03:11.150198,19,3.42,1
27319535,2024-02-05T03:26:36.110350,14,36.24,3
27323224,2024-02-09T03:04:21.020236,1,79.36,3
27323866,2024-02-09T02:54:11.986199,27,74.43,5
27346103,2024-02-09T16:08:57.486248,16,98.54,5
27382068,2024-02-07T00:36:17.613933,7,83.95,5
27384085,2024-02-09T10:18:56.224211,6,4.1,1
27386209,2024-02-01T05:52:14.514086,3,47.57,4
27392624,2024-02-09T12:23:29.388474,10,34.58,3
27399381,2024-02-04T00:36:02.015063,21,53.31,3
27411516,2024-02-07T12:31:51.061670,8,38.7,1
27440099,2024-02-04T18:10:33.070830,19,72.78,4
27447583,2024-02-06T12:12:56.336174,21,60.46,4
27454966,2024-02-09T01:44:49.865461,2,69.08,3
27455067,2024-02-04T00:52:00.490726,28,88.9,3
27466582,2024-02-01T19:00:17.064128,18,31.77,2
27472689,2024-02-06T07:36:25.196260,4,63.82,3
27480946,2024-02-07T04:53:33.816335,13,54.42,5
27484106,2024-02-07T06:23:00.751401,20,56.67,3
27497448,2024-02-01T22:06:21.900724,25,26.08,2
27511601,2024-02-05T03:48:43.290910,29,84.52,4
27531738,2024-02-04T12:05:12.742666,25,58.34,4
27533295,2024-02-04T02:46:41.755808,19,37.18,3
27564439,2024-02-09T09:22:48.215548,25,41.25,2
27574841,2024-02-06T08:30:50.468613,3,37.63,4
27579162,2024-02-09T12:20:17.016916,5,94.99,3
27615627,2024-02-06T23:35:25.952945,17,35.36,1
27632953,2024-02-06T11:48:32.140252,12,47.43,5
27640159,2024-02-01T23:36:51.783764,25,82.34,5
27651993,2024-02-06T02:17:49.129584,30,121.43,5
27664811,2024-02-09T19:29:12.389648,24,53.62,3
27668479,2024-02-03T23:31:48.384615,23,37.02,2
27671238,2024-02-06T05:00:49.447216,5,98.04,4
27679714,2024-02-07T07:14:32.881496,24,14.33,2
27695062,2024-02-05T22:32:08.104081,28,33.38,2
27698747,2024-02-04T08:58:53.675283,8,28.43,4
27721242,2024-02-04T15:13:25.329136,5,28.5,1
27750612,2024-02-07T06:04:04.254905,3,39.36,2
27754338,2024-02-06T01:57:02.287770,22,9.44,1
27754525,2024-02-06T21:35:53.544550,6,57.23,4
27783044,2024-02-01T18:06:21.212558,29,64.96,3
27786321,2024-02-01T11:59:15.302248,4,70.68,5
27796164,2024-02-03T19:00:53.120049,4,71.65,5
27797570,2024-02-08T14:27:06.839501,2,40.94,4
27809152,2024-02-10T20:32:39.797896,3,3.86,2
27831855,2024-02-03T11:13:33.012676,20,45.81,2
27836885,2024-02-05T16:59:37.660048,8,11.33,2
27842174,2024-02-07T05:09:22.886599,23,22.08,1
27843069,2024-02-06T07:51:35.416277,18,34.2,2
27850157,2024-02-09T12:27:48.177606,2,69.91,3
27854905,2024-02-10T08:17:48.324898,24,9.26,1
27870552,2024-02-08T22:33:50.973305,29,25.07,3
27876192,2024-02-07T18:02:54.387436,8,23.24,3
27883545,2024-02-03T11:44:17.410442,10,18.11,3
27890311,2024-02-09T17:41:11.343992,18,29.03,2
27907493,2024-02-10T18:02:59.837106,8,2.28,1
27917764,2024-02-09T10:06:20.856676,13,101.12,5
27922230,2024-02-10T03:16:44.586223,8,44.69,3
27926057,2024-02-07T20:16:42.176805,3,35.06,5
27927839,2024-02-04T02:03:58.556250,25,14.19,3
27929655,2024-02-10T18:57:37.910378,7,31.0,3
27950304,2024-02-05T04:37:35.226988,19,15.46,2
27965147,2024-02-04T16:32:59.616385,15,68.92,5
27967319,2024-02-07T11:30:43.455566,15,46.62,2
27978085,2024-02-04T20:45:16.871974,25,92.13,5
28000299,2024-02-07T08:56:15.151608,25,42.15,3
28013308,2024-02-06T06:39:38.834901,19,40.51,4
28013516,2024-02-01T14:54:43.106666,25,42.02,4
28035869,2024-02-05T17:08:14.570775,22,4.84,1
28056687,2024-02-04T20:55:15.124719,18,32.41,2
28060040,2024-02-07T17:37:24.861993,19,31.15,3
28065425,2024-02-06T14:24:43.232368,18,58.95,4
28067048,2024-02-08T21:35:05.912389,10,19.07,3
28070838,2024-02-07T00:32:22.421478,19,18.26,3
28073350,2024-02-10T13:51:26.574821,8,42.22,2
28073797,2024-02-02T04:11:59.680531,11,7.38,1
28079061,2024-02-03T08:21:20.923101,8,64.68,4
28090326,2024-02-04T21:39:31.672624,19,12.29,2
28100471,2024-02-10T17:19:50.643514,21,31.83,2
28111597,2024-02-04T11:07:35.900396,15,18.0,3
28112445,2024-02-09T10:54:55.973489,16,29.46,2
28118003,2024-02-06T14:27:18.364817,20,27.6,1
28126481,2024-02-05T05:31:53.537652,17,105.37,5
28135193,2024-02-09T03:39:34.846236,30,34.5,2
28167520,2024-02-10T02:18:42.482124,7,49.75,4
28170224,2024-02-04T18:04:31.529617,18,18.66,4
28173400,2024-02-01T09:34:57.692161,11,34.14,4
28173641,2024-02-04T09:17:57.678665,24,9.62,2
28176018,2024-02-04T12:25:48.492331,15,60.22,4
28177535,2024-02-07T23:16:12.119224,6,56.76,3
28185542,2024-02-04T10:16:38.373281,8,1.83,1
28186109,2024-02-06T07:52:57.195045,9,32.75,4
28206989,2024-02-01T10:36:46.793168,29,5.89,1
28222035,2024-02-04T11:49:48.396608,14,17.56,1
28223502,2024-02-05T07:56:40.114009,15,5.24,2
28225285,2024-02-04T05:59:33.048328,29,29.34,2
28259247,2024-02-05T10:27:25.398115,25,17.56,1
28273892,2024-02-01T17:20:43.161550,9,54.17,3
28274170,2024-02-05T04:30:26.398434,7,37.62,3
28274752,2024-02-09T19:44:56.726343,10,7.1,1
28290028,2024-02-07T23:42:34.591750,14,1.53,1
28290920,2024-02-05T02:55:07.193291,6,42.1,3
28302917,2024-02-01T08:34:30.282712,12,20.7,2
28304550,2024-02-04T11:09:58.909599,17,29.25,1
28313145,2024-02-01T08:11:36.187086,25,63.33,3
28314224,2024-02-04T22:38:46.037768,29,44.06,3
28316587,2024-02-04T16:36:30.339182,4,43.85,5
28337653,2024-02-06T17:04:50.542985,29,2.51,1
28347668,2024-02-07T07:44:13.537532,18,16.4,2
28353246,2024-02-01T23:48:18.465232,27,41.17,3
28353541,2024-02-01T08:18:41.655750,1,11.76,2
