order_id,product_id,quantity,unit_price,line_total
25953915,15,2,5.56,11.12
25953915,16,4,5.85,23.4
25953915,21,1,5.7,5.7
25956629,26,1,2.25,2.25
25956629,30,2,1.14,2.28
25988323,2,3,0.51,1.53
25988323,6,5,0.82,4.1
25988323,11,1,5.63,5.63
25989027,19,4,2.9,11.6
25989114,4,2,5.89,11.78
25989114,12,4,8.78,35.12
25989114,18,2,6.46,12.92
25997438,4,4,5.89,23.56
26008896,9,4,9.19,36.76
26008896,15,1,5.56,5.56
26008896,32,5,2.41,12.05
26011096,9,1,9.19,9.19
26011096,10,1,1.43,1.43
26011096,17,3,5.43,16.29
26011096,31,4,1.83,7.32
26011096,36,2,8.84,17.68
26026812,6,3,0.82,2.46
26026812,32,5,2.41,12.05
26026812,33,1,5.52,5.52
26030408,5,3,5.38,16.14
26056730,6,1,0.82,0.82
26056730,9,5,9.19,45.95
26056730,22,1,1.21,1.21
26056730,30,2,1.14,2.28
26057640,10,2,1.43,2.86
26063781,3,2,7.38,14.76
26063781,14,3,8.19,24.57
26063781,16,5,5.85,29.25
26063781,20,2,1.92,3.84
26063781,34,3,7.1,21.3
26067620,1,3,8.05,24.15
26067620,17,2,5.43,10.86
26067620,21,4,5.7,22.8
26067620,27,3,1.71,5.13
26067758,14,3,8.19,24.57
26067758,16,5,5.85,29.25
26067758,21,3,5.7,17.1
26067758,30,5,1.14,5.7
26122614,5,5,5.38,26.9
26122614,20,4,1.92,7.68
26131629,4,4,5.89,23.56
26131629,26,1,2.25,2.25
26146405,13,1,6.91,6.91
26146405,14,1,8.19,8.19
26146405,16,2,5.85,11.7
26146405,25,2,2.51,5.02
26180999,13,5,6.91,34.55
26180999,15,1,5.56,5.56
26180999,20,3,1.92,5.76
26220051,2,1,0.51,0.51
26228520,1,4,8.05,32.2
26228520,13,4,6.91,27.64
26228520,32,4,2.41,9.64
26242370,13,4,6.91,27.64
26242370,20,3,1.92,5.76
26242370,35,5,9.26,46.3
26254831,8,4,7.74,30.96
26254831,14,5,8.19,40.95
26254831,18,1,6.46,6.46
26254831,30,2,1.14,2.28
26254831,32,2,2.41,4.82
26296319,32,3,2.41,7.23
26296319,33,2,5.52,11.04
26302033,14,4,8.19,32.76
26303510,21,3,5.7,17.1
26303510,23,2,5.7,11.4
26316631,25,1,2.51,2.51
26316631,26,2,2.25,4.5
26316631,34,2,7.1,14.2
26328219,7,1,3.86,3.86
26328219,29,5,4.72,23.6
26328219,32,5,2.41,12.05
26329446,33,3,5.52,16.56
26333259,10,5,1.43,7.15
26336304,1,3,8.05,24.15
26340481,1,4,8.05,32.2
26340481,12,4,8.78,35.12
26340481,29,2,4.72,9.44
26340481,32,5,2.41,12.05
26341993,9,2,9.19,18.38
26341993,24,2,3.97,7.94
26341993,25,5,2.51,12.55
26341993,29,2,4.72,9.44
26345002,19,3,2.9,8.7
26345002,32,2,2.41,4.82
26350551,15,3,5.56,16.68
26350551,17,5,5.43,27.15
26350551,22,1,1.21,1.21
26350551,33,4,5.52,22.08
26359699,13,4,6.91,27.64
26359699,28,2,3.77,7.54
26359699,33,2,5.52,11.04
26359699,34,5,7.1,35.5
26369869,5,4,5.38,21.52
26369869,8,1,7.74,7.74
26369869,20,2,1.92,3.84
26372193,3,3,7.38,22.14
26372193,34,5,7.1,35.5
26389349,8,1,7.74,7.74
26389349,19,1,2.9,2.9
26390382,4,4,5.89,23.56
26390382,20,4,1.92,7.68
26390382,22,3,1.21,3.63
26392837,22,3,1.21,3.63
26392837,25,5,2.51,12.55
26397582,12,5,8.78,43.9
26397582,19,2,2.9,5.8
26397582,25,5,2.51,12.55
26407440,6,5,0.82,4.1
26407440,9,2,9.19,18.38
26407440,21,1,5.7,5.7
26412525,9,4,9.19,36.76
26445645,3,3,7.38,22.14
26445645,17,1,5.43,5.43
26449075,7,5,3.86,19.3
26452883,12,1,8.78,8.78
26452883,21,1,5.7,5.7
26452883,33,0,5.52,0.0
26452883,34,5,7.1,35.5
26462291,33,2,5.52,11.04
26463112,10,1,1.43,1.43
26463112,13,5,6.91,34.55
26463112,22,5,1.21,6.05
26463112,29,2,4.72,9.44
26463112,35,1,9.26,9.26
26477712,32,2,2.41,4.82
26488281,4,4,5.89,23.56
26488281,5,2,5.38,10.76
26488281,6,5,0.82,4.1
26488281,31,4,1.83,7.32
26500414,7,3,3.86,11.58
26500414,22,5,1.21,6.05
26513124,4,3,5.89,17.67
26513124,15,4,5.56,22.24
26513124,28,2,3.77,7.54
26529211,21,3,5.7,17.1
26535191,23,4,5.7,22.8
26536462,14,2,8.19,16.38
26558647,18,5,6.46,32.3
26558647,24,3,3.97,11.91
26558647,25,4,2.51,10.04
26558647,26,4,2.25,9.0
26558647,35,5,9.26,46.3
26558991,11,5,5.63,28.15
26558991,15,4,5.56,22.24
26559838,5,2,5.38,10.76
26559838,13,1,6.91,6.91
26559838,19,3,2.9,8.7
26566700,25,4,2.51,10.04
26569188,1,2,8.05,16.1
26569188,18,4,6.46,25.84
26577068,17,5,5.43,27.15
26577068,18,1,6.46,6.46
26577068,26,1,2.25,2.25
26577068,28,4,3.77,15.08
26577068,33,2,5.52,11.04
26599595,14,2,8.19,16.38
26599595,15,4,5.56,22.24
26609346,2,4,0.51,2.04
26609346,7,1,3.86,3.86
26613773,12,4,8.78,35.12
26613773,36,5,8.84,44.2
26618082,6,3,0.82,2.46
26618082,16,1,5.85,5.85
26644080,2,5,0.51,2.55
26644080,14,2,8.19,16.38
26653355,17,5,5.43,27.15
26666294,8,3,7.74,23.22
26666294,10,4,1.43,5.72
26666294,23,2,5.7,11.4
26666294,27,5,1.71,8.55
26672548,1,1,8.05,8.05
26672548,2,5,0.51,2.55
26672548,25,4,2.51,10.04
26679220,3,1,7.38,7.38
26679220,6,2,0.82,1.64
26679220,8,1,7.74,7.74
26679220,9,3,9.19,27.57
26679220,20,3,1.92,5.76
26679959,9,2,9.19,18.38
26682308,11,3,5.63,16.89
26682308,13,4,6.91,27.64
26682308,15,3,5.56,16.68
26682308,19,4,2.9,11.6
26682389,6,1,0.82,0.82
26682389,11,5,5.63,28.15
26685653,6,3,0.82,2.46
26685653,10,1,1.43,1.43
26685653,11,1,5.63,5.63
26685653,24,4,3.97,15.88
26690551,11,1,5.63,5.63
26690551,14,2,8.19,16.38
26690551,22,3,1.21,3.63
26693943,12,2,8.78,17.56
26693943,13,4,6.91,27.64
26693943,25,3,2.51,7.53
26693943,27,3,1.71,5.13
26693943,30,1,1.14,1.14
26705085,2,3,0.51,1.53
26705085,23,5,5.7,28.5
26705085,25,2,2.51,5.02
26708896,4,3,5.89,17.67
26708896,6,1,0.82,0.82
26708896,34,5,7.1,35.5
26732573,8,3,7.74,23.22
26732573,13,4,6.91,27.64
26772550,2,1,0.51,0.51
26772550,11,1,5.63,5.63
26772550,16,3,5.85,17.55
26772550,26,2,2.25,4.5
26783947,11,2,5.63,11.26
26783947,16,2,5.85,11.7
26783947,27,3,1.71,5.13
26783947,32,4,2.41,9.64
26792569,33,4,5.52,22.08
26800237,4,2,5.89,11.78
26800237,6,1,0.82,0.82
26800237,21,5,5.7,28.5
26800237,25,2,2.51,5.02
26800237,32,3,2.41,7.23
26815858,18,3,6.46,19.38
26815858,26,4,2.25,9.0
26815858,28,2,3.77,7.54
26828879,34,2,7.1,14.2
26845038,1,2,8.05,16.1
26849011,6,3,0.82,2.46
26849577,1,4,8.05,32.2
26849577,22,1,1.21,1.21
26849577,27,1,1.71,1.71
26849577,33,2,5.52,11.04
26860605,14,5,8.19,40.95
26860605,18,4,6.46,25.84
26860605,20,2,1.92,3.84
26860605,31,3,1.83,5.49
26866528,1,3,8.05,24.15
26866528,8,3,7.74,23.22
26866528,17,3,5.43,16.29
26866528,20,4,1.92,7.68
26866528,29,5,4.72,23.6
26873206,17,1,5.43,5.43
26873722,5,1,5.38,5.38
26873722,20,3,1.92,5.76
26873722,34,3,7.1,21.3
26887236,5,5,5.38,26.9
26887236,10,2,1.43,2.86
26887236,17,1,5.43,5.43
26887236,21,4,5.7,22.8
26887236,23,1,5.7,5.7
26894192,19,2,2.9,5.8
26898035,5,5,5.38,26.9
26898035,25,4,2.51,10.04
26898035,34,4,7.1,28.4
26902706,2,3,0.51,1.53
26902706,7,5,3.86,19.3
26902706,20,1,1.92,1.92
26902706,22,1,1.21,1.21
26920689,12,3,8.78,26.34
26938510,6,1,0.82,0.82
26938510,21,1,5.7,5.7
26938510,23,3,5.7,17.1
26938510,26,3,2.25,6.75
26940061,17,3,5.43,16.29
26940061,23,2,5.7,11.4
26940061,28,4,3.77,15.08
26940061,30,1,1.14,1.14
26940061,33,5,5.52,27.6
26940696,2,3,0.51,1.53
26940696,9,1,9.19,9.19
26940696,26,2,2.25,4.5
26940696,33,0,5.52,0.0
26941791,1,2,8.05,16.1
26941791,5,4,5.38,21.52
26941791,12,4,8.78,35.12
26941791,13,4,6.91,27.64
26941791,23,4,5.7,22.8
26942498,32,3,2.41,7.23
26969096,8,5,7.74,38.7
26969096,9,4,9.19,36.76
26969096,14,2,8.19,16.38
26969096,32,3,2.41,7.23
26985174,2,4,0.51,2.04
26985174,11,5,5.63,28.15
26985174,18,5,6.46,32.3
26985174,35,3,9.26,27.78
26994296,18,3,6.46,19.38
26994296,24,1,3.97,3.97
26994296,27,4,1.71,6.84
26994296,31,5,1.83,9.15
26998439,1,4,8.05,32.2
26998439,3,2,7.38,14.76
26998439,8,4,7.74,30.96
26998439,31,4,1.83,7.32
27001586,8,1,7.74,7.74
27001586,13,1,6.91,6.91
27001586,16,1,5.85,5.85
27001586,23,1,5.7,5.7
27001586,34,2,7.1,14.2
27014158,2,4,0.51,2.04
27014158,8,5,7.74,38.7
27015177,11,2,5.63,11.26
27015177,13,1,6.91,6.91
27015177,28,2,3.77,7.54
27032538,6,3,0.82,2.46
27034807,20,3,1.92,5.76
27034807,28,1,3.77,3.77
27034807,35,5,9.26,46.3
27042338,18,2,6.46,12.92
27042338,26,2,2.25,4.5
27045457,18,2,6.46,12.92
27045457,36,1,8.84,8.84
27046559,12,4,8.78,35.12
27071685,12,1,8.78,8.78
27071685,18,2,6.46,12.92
27082090,23,1,5.7,5.7
27082090,36,1,8.84,8.84
27095039,4,4,5.89,23.56
27095039,21,4,5.7,22.8
27095039,36,4,8.84,35.36
27098970,5,2,5.38,10.76
27098970,13,2,6.91,13.82
27098970,18,3,6.46,19.38
27122252,5,2,5.38,10.76
27122252,8,1,7.74,7.74
27122252,16,1,5.85,5.85
27122252,30,2,1.14,2.28
27128484,3,2,7.38,14.76
27128484,20,2,1.92,3.84
27128484,26,4,2.25,9.0
27128484,27,2,1.71,3.42
27128484,34,5,7.1,35.5
27141168,2,3,0.51,1.53
27141168,7,2,3.86,7.72
27141168,13,3,6.91,20.73
27148982,22,1,1.21,1.21
27150148,1,3,8.05,24.15
27150148,2,4,0.51,2.04
27150148,3,3,7.38,22.14
27150148,28,5,3.77,18.85
27163432,11,3,5.63,16.89
27167849,29,2,4.72,9.44
27181344,29,2,4.72,9.44
27181344,30,1,1.14,1.14
27184315,31,1,1.83,1.83
27184315,34,5,7.1,35.5
27195586,31,3,1.83,5.49
27196430,15,1,5.56,5.56
27196430,25,4,2.51,10.04
27196430,36,2,8.84,17.68
27198549,17,4,5.43,21.72
27205385,2,1,0.51,0.51
27205385,24,4,3.97,15.88
27216723,4,5,5.89,29.45
27228061,6,3,0.82,2.46
27228061,7,2,3.86,7.72
27228061,15,5,5.56,27.8
27228061,34,2,7.1,14.2
27237515,35,1,9.26,9.26
27245040,23,5,5.7,28.5
27245107,11,5,5.63,28.15
27245107,17,4,5.43,21.72
27245107,19,1,2.9,2.9
27245107,20,3,1.92,5.76
27245107,21,5,5.7,28.5
27255738,5,5,5.38,26.9
27255738,20,1,1.92,1.92
27255738,33,1,5.52,5.52
27255738,35,3,9.26,27.78
27264378,17,3,5.43,16.29
27266943,10,3,1.43,4.29
27266943,29,2,4.72,9.44
27293961,1,5,8.05,40.25
27310216,27,2,1.71,3.42
27319535,16,2,5.85,11.7
27319535,19,5,2.9,14.5
27319535,25,4,2.51,10.04
27323224,4,4,5.89,23.56
27323224,19,4,2.9,11.6
27323224,36,5,8.84,44.2
27323866,5,4,5.38,21.52
27323866,7,4,3.86,15.44
27323866,18,2,6.46,12.92
27323866,28,5,3.77,18.85
27323866,30,5,1.14,5.7
27346103,3,3,7.38,22.14
27346103,12,2,8.78,17.56
27346103,19,1,2.9,2.9
27346103,32,4,2.41,9.64
27346103,35,5,9.26,46.3
27382068,4,5,5.89,29.45
27382068,6,2,0.82,1.64
27382068,14,4,8.19,32.76
27382068,19,3,2.9,8.7
27382068,21,2,5.7,11.4
27384085,6,5,0.82,4.1
27386209,3,1,7.38,7.38
27386209,18,4,6.46,25.84
27386209,19,2,2.9,5.8
27386209,27,5,1.71,8.55
27392624,20,5,1.92,9.6
27392624,24,5,3.97,19.85
27392624,27,3,1.71,5.13
27399381,14,1,8.19,8.19
27399381,16,4,5.85,23.4
27399381,17,4,5.43,21.72
27411516,8,5,7.74,38.7
27440099,1,1,8.05,8.05
27440099,23,3,5.7,17.1
27440099,24,5,3.97,19.85
27440099,35,3,9.26,27.78
27447583,3,4,7.38,29.52
27447583,10,4,1.43,5.72
27447583,22,2,1.21,2.42
27447583,23,4,5.7,22.8
27454966,9,5,9.19,45.95
27454966,17,3,5.43,16.29
27454966,27,4,1.71,6.84
27455067,13,5,6.91,34.55
27455067,28,5,3.77,18.85
27455067,34,5,7.1,35.5
27466582,3,4,7.38,29.52
27466582,26,1,2.25,2.25
27472689,18,5,6.46,32.3
27472689,29,2,4.72,9.44
27472689,33,4,5.52,22.08
27480946,10,1,1.43,1.43
27480946,17,5,5.43,27.15
27480946,20,5,1.92,9.6
27480946,22,4,1.21,4.84
27480946,23,2,5.7,11.4
27484106,17,3,5.43,16.29
27484106,25,2,2.51,5.02
27484106,36,4,8.84,35.36
27497448,6,4,0.82,3.28
27497448,23,4,5.7,22.8
27511601,9,5,9.19,45.95
27511601,12,3,8.78,26.34
27511601,27,3,1.71,5.13
27511601,34,1,7.1,7.1
27531738,14,4,8.19,32.76
27531738,15,1,5.56,5.56
27531738,19,5,2.9,14.5
27531738,33,1,5.52,5.52
27533295,8,2,7.74,15.48
27533295,15,3,5.56,16.68
27533295,25,2,2.51,5.02
27564439,1,3,8.05,24.15
27564439,21,3,5.7,17.1
27574841,6,1,0.82,0.82
27574841,14,3,8.19,24.57
27574841,26,3,2.25,6.75
27574841,31,3,1.83,5.49
27579162,8,1,7.74,7.74
27579162,14,5,8.19,40.95
27579162,35,5,9.26,46.3
27615627,36,4,8.84,35.36
27632953,4,2,5.89,11.78
27632953,8,3,7.74,23.22
27632953,21,1,5.7,5.7
27632953,22,1,1.21,1.21
27632953,33,1,5.52,5.52
27640159,9,3,9.19,27.57
27640159,10,5,1.43,7.15
27640159,19,1,2.9,2.9
27640159,20,4,1.92,7.68
27640159,35,4,9.26,37.04
27651993,4,4,5.89,23.56
27651993,12,3,8.78,26.34
27651993,16,1,5.85,5.85
27651993,18,3,6.46,19.38
27651993,35,5,9.26,46.3
27664811,1,4,8.05,32.2
27664811,4,2,5.89,11.78
27664811,32,4,2.41,9.64
27668479,1,4,8.05,32.2
27668479,32,2,2.41,4.82
27671238,4,5,5.89,29.45
27671238,8,3,7.74,23.22
27671238,28,5,3.77,18.85
27671238,36,3,8.84,26.52
27679714,22,2,1.21,2.42
27679714,24,3,3.97,11.91
27695062,18,4,6.46,25.84
27695062,28,2,3.77,7.54
27698747,17,1,5.43,5.43
27698747,21,2,5.7,11.4
27698747,24,2,3.97,7.94
27698747,31,2,1.83,3.66
27721242,21,5,5.7,28.5
27750612,5,3,5.38,16.14
27750612,8,3,7.74,23.22
27754338,29,2,4.72,9.44
27754525,2,4,0.51,2.04
27754525,7,4,3.86,15.44
27754525,21,5,5.7,28.5
27754525,26,5,2.25,11.25
27783044,4,4,5.89,23.56
27783044,5,5,5.38,26.9
27783044,19,5,2.9,14.5
27786321,5,2,5.38,10.76
27786321,20,5,1.92,9.6
27786321,30,5,1.14,5.7
27786321,35,1,9.26,9.26
27786321,36,4,8.84,35.36
27796164,1,2,8.05,16.1
27796164,18,4,6.46,25.84
27796164,25,3,2.51,7.53
27796164,26,2,2.25,4.5
27796164,36,2,8.84,17.68
27797570,6,5,0.82,4.1
27797570,7,4,3.86,15.44
27797570,15,3,5.56,16.68
27797570,29,1,4.72,4.72
27809152,7,1,3.86,3.86
27809152,30,0,1.14,0.0
27831855,11,2,5.63,11.26
27831855,13,5,6.91,34.55
27836885,11,1,5.63,5.63
27836885,30,5,1.14,5.7
27842174,33,4,5.52,22.08
27843069,21,4,5.7,22.8
27843069,23,2,5.7,11.4
27850157,11,5,5.63,28.15
27850157,29,1,4.72,4.72
27850157,35,4,9.26,37.04
27854905,35,1,9.26,9.26
27870552,26,2,2.25,4.5
27870552,28,3,3.77,11.31
27870552,35,1,9.26,9.26
27876192,1,2,8.05,16.1
27876192,17,1,5.43,5.43
27876192,27,1,1.71,1.71
27883545,2,1,0.51,0.51
27883545,5,2,5.38,10.76
27883545,27,4,1.71,6.84
27890311,10,1,1.43,1.43
27890311,33,5,5.52,27.6
27907493,30,2,1.14,2.28
27917764,4,5,5.89,29.45
27917764,5,4,5.38,21.52
27917764,21,2,5.7,11.4
27917764,27,1,1.71,1.71
27917764,35,4,9.26,37.04
27922230,9,3,9.19,27.57
27922230,10,4,1.43,5.72
27922230,21,2,5.7,11.4
27926057,6,3,0.82,2.46
27926057,8,1,7.74,7.74
27926057,10,3,1.43,4.29
27926057,13,2,6.91,13.82
27926057,26,3,2.25,6.75
27927839,27,4,1.71,6.84
27927839,31,1,1.83,1.83
27927839,33,1,5.52,5.52
27929655,9,1,9.19,9.19
27929655,25,5,2.51,12.55
27929655,35,1,9.26,9.26
27950304,7,1,3.86,3.86
27950304,19,4,2.9,11.6
27965147,10,4,1.43,5.72
27965147,11,4,5.63,22.52
27965147,21,3,5.7,17.1
27965147,30,2,1.14,2.28
27965147,34,3,7.1,21.3
27967319,15,2,5.56,11.12
27967319,34,5,7.1,35.5
27978085,7,4,3.86,15.44
27978085,13,5,6.91,34.55
27978085,15,4,5.56,22.24
27978085,30,5,1.14,5.7
27978085,34,2,7.1,14.2
28000299,11,4,5.63,22.52
28000299,19,5,2.9,14.5
28000299,27,3,1.71,5.13
28013308,3,1,7.38,7.38
28013308,17,5,5.43,27.15
28013308,22,4,1.21,4.84
28013308,30,1,1.14,1.14
28013516,1,1,8.05,8.05
28013516,9,1,9.19,9.19
28013516,20,4,1.92,7.68
28013516,23,3,5.7,17.1
28035869,22,4,1.21,4.84
28056687,8,3,7.74,23.22
28056687,9,1,9.19,9.19
28060040,3,2,7.38,14.76
28060040,20,2,1.92,3.84
28060040,25,5,2.51,12.55
28065425,11,4,5.63,22.52
28065425,18,3,6.46,19.38
28065425,19,2,2.9,5.8
28065425,26,5,2.25,11.25
28067048,6,5,0.82,4.1
28067048,22,2,1.21,2.42
28067048,25,5,2.51,12.55
28070838,5,1,5.38,5.38
28070838,15,1,5.56,5.56
28070838,31,4,1.83,7.32
28073350,12,4,8.78,35.12
28073350,34,1,7.1,7.1
28073797,3,1,7.38,7.38
28079061,7,1,3.86,3.86
28079061,8,5,7.74,38.7
28079061,11,2,5.63,11.26
28079061,17,2,5.43,10.86
28090326,25,4,2.51,10.04
28090326,26,1,2.25,2.25
28100471,1,3,8.05,24.15
28100471,20,4,1.92,7.68
28111597,8,1,7.74,7.74
28111597,23,1,5.7,5.7
28111597,30,4,1.14,4.56
28112445,3,1,7.38,7.38
28112445,33,4,5.52,22.08
28118003,33,5,5.52,27.6
28126481,3,3,7.38,22.14
28126481,9,1,9.19,9.19
28126481,12,5,8.78,43.9
28126481,34,3,7.1,21.3
28126481,36,1,8.84,8.84
28135193,16,2,5.85,11.7
28135193,21,4,5.7,22.8
28167520,10,5,1.43,7.15
28167520,15,1,5.56,5.56
28167520,33,0,5.52,0.0
28167520,35,4,9.26,37.04
28170224,7,1,3.86,3.86
28170224,23,1,5.7,5.7
28170224,24,1,3.97,3.97
28170224,27,3,1.71,5.13
28173400,3,1,7.38,7.38
28173400,17,3,5.43,16.29
28173400,22,1,1.21,1.21
28173400,35,1,9.26,9.26
28173641,10,1,1.43,1.43
28173641,14,1,8.19,8.19
28176018,14,2,8.19,16.38
28176018,23,4,5.7,22.8
28176018,27,4,1.71,6.84
28176018,34,2,7.1,14.2
28177535,11,4,5.63,22.52
28177535,18,1,6.46,6.46
28177535,35,3,9.26,27.78
28185542,31,1,1.83,1.83
28186109,7,2,3.86,7.72
28186109,11,3,5.63,16.89
28186109,29,1,4.72,4.72
28186109,30,3,1.14,3.42
28206989,4,1,5.89,5.89
28222035,12,2,8.78,17.56
28223502,6,5,0.82,4.1
28223502,30,1,1.14,1.14
28225285,7,5,3.86,19.3
28225285,25,4,2.51,10.04
28259247,12,2,8.78,17.56
28273892,3,4,7.38,29.52
28273892,16,3,5.85,17.55
28273892,34,1,7.1,7.1
28274170,17,4,5.43,21.72
28274170,18,1,6.46,6.46
28274170,29,2,4.72,9.44
28274752,34,1,7.1,7.1
28290028,2,3,0.51,1.53
28290920,20,1,1.92,1.92
28290920,29,4,4.72,18.88
28290920,34,3,7.1,21.3
28302917,16,2,5.85,11.7
28302917,26,4,2.25,9.0
28304550,16,5,5.85,29.25
28313145,14,3,8.19,24.57
28313145,15,3,5.56,16.68
28313145,33,4,5.52,22.08
28314224,11,1,5.63,5.63
28314224,24,3,3.97,11.91
28314224,36,3,8.84,26.52
28316587,11,1,5.63,5.63
28316587,19,3,2.9,8.7
28316587,20,5,1.92,9.6
28316587,22,4,1.21,4.84
28316587,28,4,3.77,15.08
28337653,25,1,2.51,2.51
28347668,3,2,7.38,14.76
28347668,6,2,0.82,1.64
28353246,13,4,6.91,27.64
28353246,15,2,5.56,11.12
28353246,32,1,2.41,2.41
28353541,2,1,0.51,0.51
28353541,26,5,2.25,11.25
28354415,8,2,7.74,15.48
28354415,15,5,5.56,27.8
28354415,31,3,1.83,5.49
28354415,33,3,5.52,16.56
28354415,34,4,7.1,28.4
28357252,2,2,0.51,1.02
28357252,12,2,8.78,17.56
28357252,16,4,5.85,23.4
28357252,33,4,5.52,22.08
28361061,16,4,5.85,23.4
28361061,21,1,5.7,5.7
28374655,3,5,7.38,36.9
28374655,6,5,0.82,4.1
28374655,26,2,2.25,4.5
28374655,27,5,1.71,8.55
28375564,20,2,1.92,3.84
28375564,23,2,5.7,11.4
28375564,30,5,1.14,5.7
28381295,8,2,7.74,15.48
28381295,16,2,5.85,11.7
28381295,22,4,1.21,4.84
28381295,25,2,2.51,5.02
28384044,6,1,0.82,0.82
28394347,12,4,8.78,35.12
28396336,9,1,9.19,9.19
28396336,10,4,1.43,5.72
28396336,13,4,6.91,27.64
28396336,22,2,1.21,2.42
28396336,23,1,5.7,5.7
28412236,9,2,9.19,18.38
28412236,26,3,2.25,6.75
28413246,2,1,0.51,0.51
28413246,4,4,5.89,23.56
28413246,21,4,5.7,22.8
28413246,27,1,1.71,1.71
28416406,5,3,5.38,16.14
28416406,15,4,5.56,22.24
28421860,5,2,5.38,10.76
28426742,1,5,8.05,40.25
28450405,2,2,0.51,1.02
28459829,3,5,7.38,36.9
28462655,7,4,3.86,15.44
28462655,23,5,5.7,28.5
28462655,35,1,9.26,9.26
28477777,3,2,7.38,14.76
28477777,18,2,6.46,12.92
28477777,20,1,1.92,1.92
28477777,22,2,1.21,2.42
28482168,13,1,6.91,6.91
28482168,15,2,5.56,11.12
28482168,20,3,1.92,5.76
28487731,5,5,5.38,26.9
28487731,11,4,5.63,22.52
28489907,13,3,6.91,20.73
28489907,32,1,2.41,2.41
28491095,3,5,7.38,36.9
28491095,10,4,1.43,5.72
28491095,11,1,5.63,5.63
28494705,21,2,5.7,11.4
28494705,25,3,2.51,7.53
28496276,27,4,1.71,6.84
28496276,32,2,2.41,4.82
28500079,11,2,5.63,11.26
28500079,20,5,1.92,9.6
28500079,26,2,2.25,4.5
28509972,7,1,3.86,3.86
28509972,11,2,5.63,11.26
28509972,15,5,5.56,27.8
28509972,32,5,2.41,12.05
28513963,7,2,3.86,7.72
28513963,10,5,1.43,7.15
28528978,21,2,5.7,11.4
28528978,35,4,9.26,37.04
28532768,13,2,6.91,13.82
28532768,15,4,5.56,22.24
28532768,29,1,4.72,4.72
28532768,35,3,9.26,27.78
28541781,7,1,3.86,3.86
28541781,22,2,1.21,2.42
28541781,25,4,2.51,10.04
28541781,33,4,5.52,22.08
28543026,11,2,5.63,11.26
28543026,13,2,6.91,13.82
28543026,31,1,1.83,1.83
28543026,33,3,5.52,16.56
28543026,34,2,7.1,14.2
28550551,18,4,6.46,25.84
28550551,21,3,5.7,17.1
28582809,2,5,0.51,2.55
28582809,17,5,5.43,27.15
28582809,32,5,2.41,12.05
28582809,36,4,8.84,35.36
28583467,21,3,5.7,17.1
28595254,3,1,7.38,7.38
28595254,19,4,2.9,11.6
28595254,31,1,1.83,1.83
28615657,10,2,1.43,2.86
28616790,1,1,8.05,8.05
28616790,3,1,7.38,7.38
28616790,20,2,1.92,3.84
28616790,28,3,3.77,11.31
28621604,9,4,9.19,36.76
28634908,12,5,8.78,43.9
28634908,14,1,8.19,8.19
28634908,32,1,2.41,2.41
28651780,5,4,5.38,21.52
28664702,5,2,5.38,10.76
28664702,12,4,8.78,35.12
28664702,24,5,3.97,19.85
28664702,31,1,1.83,1.83
28664702,36,5,8.84,44.2
28667239,25,5,2.51,12.55
28689714,1,5,8.05,40.25
28689714,4,4,5.89,23.56
28689714,34,4,7.1,28.4
28690619,9,3,9.19,27.57
28690619,10,2,1.43,2.86
28690619,17,4,5.43,21.72
28690619,34,3,7.1,21.3
28690619,36,4,8.84,35.36
28700842,19,5,2.9,14.5
28700842,26,5,2.25,11.25
28700842,32,4,2.41,9.64
28700842,36,1,8.84,8.84
28762335,15,3,5.56,16.68
28762335,17,1,5.43,5.43
28762335,19,1,2.9,2.9
28762335,27,4,1.71,6.84
28762335,36,1,8.84,8.84
28767971,19,3,2.9,8.7
28767971,20,2,1.92,3.84
28767971,24,4,3.97,15.88
28767971,27,4,1.71,6.84
28772065,2,5,0.51,2.55
28772856,3,4,7.38,29.52
28772856,8,4,7.74,30.96
28772856,14,4,8.19,32.76
28772856,26,5,2.25,11.25
28792147,5,5,5.38,26.9
28792147,13,2,6.91,13.82
28795495,7,1,3.86,3.86
28795495,17,5,5.43,27.15
28795495,20,3,1.92,5.76
28834197,12,2,8.78,17.56
28834197,28,4,3.77,15.08
28859717,33,0,5.52,0.0
28866362,4,1,5.89,5.89
28866362,5,3,5.38,16.14
28866362,9,3,9.19,27.57
28866362,10,3,1.43,4.29
28866362,18,2,6.46,12.92
28868046,36,1,8.84,8.84
28872675,9,2,9.19,18.38
28872675,10,3,1.43,4.29
28872675,20,4,1.92,7.68
28872675,22,5,1.21,6.05
28878247,3,5,7.38,36.9
28878247,18,4,6.46,25.84
28878247,20,1,1.92,1.92
28882162,11,3,5.63,16.89
28882162,16,3,5.85,17.55
28882162,23,4,5.7,22.8
28883284,5,3,5.38,16.14
28883284,10,4,1.43,5.72
28883284,33,5,5.52,27.6
28904418,29,1,4.72,4.72
28921200,2,4,0.51,2.04
28921200,5,3,5.38,16.14
28921200,6,5,0.82,4.1
28921200,14,5,8.19,40.95
28921200,15,4,5.56,22.24
28965682,9,1,9.19,9.19
28965682,12,3,8.78,26.34
28965682,22,3,1.21,3.63
28965682,27,3,1.71,5.13
28965682,36,5,8.84,44.2
28971944,10,3,1.43,4.29
28971944,16,1,5.85,5.85
28971944,18,4,6.46,25.84
28973027,4,3,5.89,17.67
28973027,32,4,2.41,9.64
